Timestamp,Milliseconds,X,Y,Z,cos,headingAccuracy
2019-05-13 08:45:24,7201,0.300777,0.093356,0.448613,0.836399,0.0
2019-05-13 08:45:24,7301,0.296759,0.096409,0.45925,0.831702,0.0
2019-05-13 08:45:25,7402,0.305275,0.102917,0.452431,0.831577,0.0
2019-05-13 08:45:25,7501,0.326266,0.112208,0.431728,0.833408,0.0
2019-05-13 08:45:25,7601,0.339821,0.142965,0.428903,0.824696,0.0
2019-05-13 08:45:25,7701,0.333766,0.155742,0.437352,0.820406,0.0
2019-05-13 08:45:25,7802,0.304682,0.160513,0.466613,0.814662,0.0
2019-05-13 08:45:25,7901,0.246656,0.180362,0.495415,0.813137,0.0
2019-05-13 08:45:25,8001,0.228094,0.172444,0.513647,0.808951,0.0
2019-05-13 08:45:25,8101,0.24485,0.154452,0.512727,0.808271,0.0
2019-05-13 08:45:25,8201,0.243511,0.131013,0.485872,0.829135,0.0
2019-05-13 08:45:25,8302,0.210197,0.10809,0.488231,0.840097,0.0
2019-05-13 08:45:26,8401,0.209971,0.110667,0.489208,0.839249,0.0
2019-05-13 08:45:26,8501,0.219147,0.132787,0.481777,0.837993,0.0
2019-05-13 08:45:26,8601,0.221725,0.156035,0.481206,0.833625,0.0
2019-05-13 08:45:26,8702,0.23384,0.176843,0.489523,0.821225,0.0
2019-05-13 08:45:26,8801,0.21724,0.185552,0.494387,0.820949,0.0
2019-05-13 08:45:26,8902,0.208061,0.183976,0.509118,0.814654,0.0
2019-05-13 08:45:26,9001,0.207926,0.188591,0.526094,0.80276,0.0
2019-05-13 08:45:26,9101,0.215657,0.187117,0.532892,0.796558,0.0
2019-05-13 08:45:26,9201,0.221519,0.185193,0.529112,0.797917,0.0
2019-05-13 08:45:26,9302,0.183937,0.160669,0.523655,0.816172,0.0
2019-05-13 08:45:27,9401,0.172538,0.14889,0.529282,0.817264,0.0
2019-05-13 08:45:27,9501,0.186433,0.151714,0.524252,0.816936,0.0
2019-05-13 08:45:27,9602,0.193718,0.161098,0.509507,0.822753,0.0
2019-05-13 08:45:27,9701,0.198973,0.18453,0.50076,0.821947,0.0
2019-05-13 08:45:27,9801,0.19023,0.193333,0.512325,0.814835,0.0
2019-05-13 08:45:27,9901,0.197188,0.182841,0.525999,0.806852,0.0
2019-05-13 08:45:27,10002,0.254551,0.174733,0.522934,0.794488,0.0
2019-05-13 08:45:27,10101,0.274277,0.162449,0.536253,0.781545,0.0
2019-05-13 08:45:27,10201,0.274229,0.128036,0.53268,0.790351,0.0
2019-05-13 08:45:27,10302,0.224259,0.075378,0.557878,0.795485,0.0
2019-05-13 08:45:28,10401,0.198482,0.086352,0.554154,0.803779,0.0
2019-05-13 08:45:28,10501,0.176984,0.079595,0.539281,0.819461,0.0
2019-05-13 08:45:28,10601,0.16974,0.066722,0.528733,0.828961,0.0
2019-05-13 08:45:28,10702,0.0451,0.013311,0.548377,0.834907,0.0
2019-05-13 08:45:28,10801,0.064011,0.029769,0.503057,0.861365,0.0
2019-05-13 08:45:28,10902,0.025382,0.035367,0.536298,0.842904,0.0
2019-05-13 08:45:28,11001,-0.017782,0.044396,0.559237,0.827627,0.0
2019-05-13 08:45:28,11101,-0.059119,-0.00473,0.60459,0.794325,0.0
2019-05-13 08:45:28,11202,-0.081932,-0.010854,0.645833,0.758991,0.0
2019-05-13 08:45:28,11301,-0.100106,-0.013451,0.675851,0.730083,0.0
2019-05-13 08:45:29,11401,-0.098223,-0.056594,0.685913,0.718798,0.0
2019-05-13 08:45:29,11502,-0.043084,-0.064156,0.654656,0.751966,0.0
2019-05-13 08:45:29,11601,-0.029405,-0.037041,0.603178,0.796202,0.0
2019-05-13 08:45:29,11701,-0.025237,-0.034102,0.585783,0.809356,0.0
2019-05-13 08:45:29,11802,-0.023632,-0.013267,0.541556,0.840227,0.0
2019-05-13 08:45:29,11901,-0.040835,-0.003693,0.530674,0.846583,0.0
2019-05-13 08:45:29,12001,-0.059096,-0.013038,0.561813,0.825047,0.0
2019-05-13 08:45:29,12102,-0.052741,-0.032277,0.609506,0.790365,0.0
2019-05-13 08:45:29,12201,-0.039149,-0.010129,0.647042,0.76138,0.0
2019-05-13 08:45:29,12301,-0.033434,0.009549,0.645651,0.76284,0.0
2019-05-13 08:45:30,12401,0.00351,0.050435,0.629942,0.774994,0.0
2019-05-13 08:45:30,12501,0.042791,0.059365,0.619007,0.781968,0.0
2019-05-13 08:45:30,12601,0.101016,0.081879,0.594465,0.793537,0.0
2019-05-13 08:45:30,12701,0.148847,0.078548,0.577733,0.798685,0.0
2019-05-13 08:45:30,12801,0.158648,0.071724,0.579968,0.795815,0.0
2019-05-13 08:45:30,12901,0.140397,0.074644,0.587106,0.793739,0.0
2019-05-13 08:45:30,13002,0.141459,0.096,0.58956,0.789424,0.0
2019-05-13 08:45:30,13101,0.14416,0.11073,0.59793,0.780664,0.0
2019-05-13 08:45:30,13201,0.157925,0.127049,0.607438,0.768072,0.0
2019-05-13 08:45:30,13301,0.139876,0.144716,0.615142,0.762293,0.0
2019-05-13 08:45:31,13401,0.156789,0.145643,0.627234,0.748853,0.0
2019-05-13 08:45:31,13501,0.148244,0.146183,0.638051,0.741312,0.0
2019-05-13 08:45:31,13601,0.151464,0.134063,0.637872,0.743104,0.0
2019-05-13 08:45:31,13701,0.176678,0.11792,0.635,0.742734,0.0
2019-05-13 08:45:31,13801,0.180333,0.118186,0.626288,0.749182,0.0
2019-05-13 08:45:31,13902,0.180858,0.10546,0.612223,0.762463,0.0
2019-05-13 08:45:31,14001,0.183302,0.098754,0.604324,0.769051,0.0
2019-05-13 08:45:31,14102,0.186757,0.104186,0.593177,0.776148,0.0
2019-05-13 08:45:31,14201,0.213691,0.117738,0.586853,0.77206,0.0
2019-05-13 08:45:31,14301,0.259723,0.147312,0.565353,0.768907,0.0
2019-05-13 08:45:32,14401,0.205051,0.175148,0.57167,0.7749,0.0
2019-05-13 08:45:32,14501,0.148712,0.171954,0.610176,0.758947,0.0
2019-05-13 08:45:32,14603,0.133381,0.217502,0.6208,0.741288,0.0
2019-05-13 08:45:32,14702,0.12823,0.26585,0.623319,0.724122,0.0
2019-05-13 08:45:32,14801,0.150895,0.259686,0.619414,0.725341,0.0
2019-05-13 08:45:32,14901,0.215159,0.201254,0.600934,0.743021,0.0
2019-05-13 08:45:32,15002,0.264764,0.149931,0.578528,0.756786,0.0
2019-05-13 08:45:32,15101,0.297534,0.119441,0.550025,0.771154,0.0
2019-05-13 08:45:32,15201,0.329229,0.178843,0.495143,0.783872,0.0
2019-05-13 08:45:32,15301,0.249351,0.277538,0.496186,0.783961,0.0
2019-05-13 08:45:33,15401,0.19141,0.299939,0.491281,0.79501,0.0
2019-05-13 08:45:33,15501,0.172388,0.358441,0.499837,0.769392,0.0
2019-05-13 08:45:33,15602,0.158485,0.362244,0.515928,0.75992,0.0
2019-05-13 08:45:33,15701,0.156673,0.280518,0.543837,0.775243,0.0
2019-05-13 08:45:33,15801,0.11129,0.243579,0.576923,0.771649,0.0
2019-05-13 08:45:33,15901,0.076823,0.207579,0.594621,0.772938,0.0
2019-05-13 08:45:33,16001,0.098126,0.113054,0.586802,0.795772,0.0
2019-05-13 08:45:33,16102,0.123536,-0.01755,0.576771,0.80732,0.0
2019-05-13 08:45:33,16201,0.094407,-0.051619,0.653551,0.749194,0.0
2019-05-13 08:45:33,16301,0.153979,0.027835,0.616992,0.771256,0.0
2019-05-13 08:45:34,16401,0.176178,0.04095,0.585375,0.790328,0.0
2019-05-13 08:45:34,16501,0.196414,0.078894,0.569753,0.794089,0.0
2019-05-13 08:45:34,16601,0.208391,0.123448,0.563509,0.789804,0.0
2019-05-13 08:45:34,16701,0.189373,0.1488,0.577708,0.779902,0.0
2019-05-13 08:45:34,16801,0.18498,0.134574,0.590583,0.773875,0.0
2019-05-13 08:45:34,16901,0.199682,0.125011,0.598693,0.765548,0.0
2019-05-13 08:45:34,17001,0.208678,0.132129,0.60287,0.758645,0.0
2019-05-13 08:45:34,17102,0.220366,0.140837,0.602299,0.754214,0.0
2019-05-13 08:45:34,17201,0.23945,0.142714,0.591598,0.75651,0.0
2019-05-13 08:45:34,17301,0.23456,0.127404,0.569569,0.777393,0.0
2019-05-13 08:45:35,17402,0.225095,0.12408,0.569492,0.780777,0.0
2019-05-13 08:45:35,17501,0.223246,0.127902,0.567869,0.781873,0.0
2019-05-13 08:45:35,17601,0.237407,0.131534,0.55405,0.786996,0.0
2019-05-13 08:45:35,17702,0.246639,0.143547,0.545459,0.788059,0.0
2019-05-13 08:45:35,17801,0.256342,0.157584,0.555064,0.775473,0.0
2019-05-13 08:45:35,17901,0.246459,0.146231,0.569896,0.770125,0.0
2019-05-13 08:45:35,18002,0.241337,0.118392,0.566831,0.778743,0.0
2019-05-13 08:45:35,18101,0.260017,0.109304,0.542557,0.791249,0.0
2019-05-13 08:45:35,18201,0.228227,0.128478,0.565791,0.781847,0.0
2019-05-13 08:45:35,18302,0.228213,0.139888,0.577739,0.771081,0.0
2019-05-13 08:45:36,18401,0.228624,0.140281,0.56698,0.778835,0.0
2019-05-13 08:45:36,18501,0.217791,0.138132,0.559352,0.787788,0.0
2019-05-13 08:45:36,18601,0.20734,0.144995,0.558068,0.790282,0.0
2019-05-13 08:45:36,18701,0.204559,0.154876,0.552025,0.79311,0.0
2019-05-13 08:45:36,18802,0.227307,0.154525,0.533288,0.800035,0.0
2019-05-13 08:45:36,18901,0.256577,0.128617,0.505434,0.813732,0.0
2019-05-13 08:45:36,19001,0.246858,0.133628,0.530491,0.799864,0.0
2019-05-13 08:45:36,19102,0.220302,0.159967,0.567304,0.777202,0.0
2019-05-13 08:45:36,19201,0.127098,0.271473,0.590088,0.749628,0.0
2019-05-13 08:45:36,19301,0.085955,0.319303,0.605908,0.723554,0.0
2019-05-13 08:45:37,19401,0.11516,0.279349,0.60948,0.732963,0.0
2019-05-13 08:45:37,19505,0.164795,0.217607,0.590292,0.759634,0.0
2019-05-13 08:45:37,19601,0.217586,0.142111,0.574185,0.776383,0.0
2019-05-13 08:45:37,19702,0.223545,0.150011,0.592931,0.758917,0.0
2019-05-13 08:45:37,19801,0.213558,0.16567,0.590715,0.760264,0.0
2019-05-13 08:45:37,19901,0.209754,0.179327,0.590944,0.758042,0.0
2019-05-13 08:45:37,20001,0.233195,0.192483,0.589875,0.748743,0.0
2019-05-13 08:45:37,20101,0.232578,0.229875,0.604265,0.726585,0.0
2019-05-13 08:45:37,20202,0.194146,0.206507,0.614153,0.73653,0.0
2019-05-13 08:45:37,20301,0.176858,0.193836,0.621189,0.738425,0.0
2019-05-13 08:45:38,20401,0.188962,0.173158,0.632427,0.730989,0.0
2019-05-13 08:45:38,20501,0.218666,0.132167,0.624552,0.738004,0.0
2019-05-13 08:45:38,20601,0.134705,0.075846,0.621243,0.768217,0.0
2019-05-13 08:45:38,20702,-0.014817,-0.009715,0.668006,0.743944,0.0
2019-05-13 08:45:38,20801,0.036862,0.032956,0.671204,0.739621,0.0
2019-05-13 08:45:38,20901,0.086409,0.056183,0.629513,0.770123,0.0
2019-05-13 08:45:38,21001,0.114288,0.07878,0.590031,0.795358,0.0
2019-05-13 08:45:38,21102,0.163014,0.122244,0.568422,0.797106,0.0
2019-05-13 08:45:38,21201,0.172244,0.150159,0.576418,0.784554,0.0
2019-05-13 08:45:38,21301,0.177741,0.146266,0.595803,0.769436,0.0
2019-05-13 08:45:39,21401,0.160295,0.130159,0.619758,0.75714,0.0
2019-05-13 08:45:39,21502,0.144809,0.121564,0.635819,0.748321,0.0
2019-05-13 08:45:39,21601,0.177577,0.119044,0.631127,0.745636,0.0
2019-05-13 08:45:39,21701,0.207199,0.124447,0.623478,0.743543,0.0
2019-05-13 08:45:39,21802,0.204067,0.107158,0.616112,0.753179,0.0
2019-05-13 08:45:39,21901,0.152846,0.074963,0.623425,0.763124,0.0
2019-05-13 08:45:39,22001,0.134894,0.054118,0.633856,0.759671,0.0
2019-05-13 08:45:39,22101,0.118191,0.088831,0.628758,0.763414,0.0
2019-05-13 08:45:39,22202,0.116198,0.110601,0.619878,0.768125,0.0
2019-05-13 08:45:39,22301,0.123732,0.115667,0.632803,0.75556,0.0
2019-05-13 08:45:40,22401,0.119507,0.114254,0.648136,0.743359,0.0
2019-05-13 08:45:40,22501,0.124164,0.111107,0.6644,0.728566,0.0
2019-05-13 08:45:40,22602,0.103789,0.119222,0.677081,0.718731,0.0
2019-05-13 08:45:40,22701,0.108379,0.131419,0.685894,0.707482,0.0
2019-05-13 08:45:40,22802,0.128533,0.105823,0.676765,0.717125,0.0
2019-05-13 08:45:40,22901,0.118892,0.063343,0.647927,0.749695,0.0
2019-05-13 08:45:40,23001,0.100372,0.025526,0.617787,0.779495,0.0
2019-05-13 08:45:40,23101,0.104165,0.043413,0.614802,0.780565,0.0
2019-05-13 08:45:40,23201,0.106672,0.069336,0.616875,0.77671,0.0
2019-05-13 08:45:40,23302,0.114893,0.083238,0.610484,0.779217,0.0
2019-05-13 08:45:41,23401,0.126248,0.097459,0.617526,0.77021,0.0
2019-05-13 08:45:41,23501,0.114908,0.070631,0.61223,0.779089,0.0
2019-05-13 08:45:41,23601,0.107017,0.08637,0.620691,0.7719,0.0
2019-05-13 08:45:41,23701,0.09576,0.103057,0.629413,0.76423,0.0
2019-05-13 08:45:41,23801,0.123778,0.11394,0.642096,0.747936,0.0
2019-05-13 08:45:41,23902,0.141187,0.087195,0.632409,0.756651,0.0
2019-05-13 08:45:41,24001,0.12687,0.036526,0.598527,0.790148,0.0
2019-05-13 08:45:41,24101,0.079578,-0.016501,0.537735,0.839187,0.0
2019-05-13 08:45:41,24201,0.091931,0.002312,0.508008,0.856429,0.0
2019-05-13 08:45:41,24301,0.098515,0.042058,0.480756,0.870286,0.0
2019-05-13 08:45:42,24401,0.123504,0.05841,0.458521,0.878119,0.0
2019-05-13 08:45:42,24501,0.124781,0.072001,0.461456,0.875387,0.0
2019-05-13 08:45:42,24603,0.112686,0.082824,0.482959,0.864402,0.0
2019-05-13 08:45:42,24701,0.113451,0.102316,0.50948,0.846811,0.0
2019-05-13 08:45:42,24801,0.115324,0.104141,0.531039,0.832977,0.0
2019-05-13 08:45:42,24901,0.137689,0.113897,0.552086,0.814413,0.0
2019-05-13 08:45:42,25002,0.142224,0.104201,0.563661,0.806969,0.0
2019-05-13 08:45:42,25101,0.138404,0.067972,0.558169,0.815273,0.0
2019-05-13 08:45:42,25201,0.121001,0.02098,0.541858,0.831449,0.0
2019-05-13 08:45:42,25301,0.106063,0.028034,0.536034,0.837037,0.0
2019-05-13 08:45:43,25402,0.124855,0.07809,0.525139,0.838177,0.0
2019-05-13 08:45:43,25501,0.12358,0.09824,0.524141,0.83687,0.0
2019-05-13 08:45:43,25601,0.10903,0.108024,0.532626,0.832317,0.0
2019-05-13 08:45:43,25702,0.118655,0.109682,0.538756,0.82682,0.0
2019-05-13 08:45:43,25801,0.126232,0.099411,0.538287,0.827302,0.0
2019-05-13 08:45:43,25901,0.133338,0.103894,0.564084,0.808229,0.0
2019-05-13 08:45:43,26001,0.133283,0.126699,0.577146,0.795666,0.0
2019-05-13 08:45:43,26101,0.122803,0.137245,0.576746,0.795893,0.0
2019-05-13 08:45:43,26202,0.107637,0.136552,0.577634,0.797562,0.0
2019-05-13 08:45:43,26301,0.093868,0.127101,0.584273,0.796026,0.0
2019-05-13 08:45:44,26401,0.085444,0.11701,0.59063,0.793828,0.0
2019-05-13 08:45:44,26502,0.073996,0.108365,0.599088,0.789857,0.0
2019-05-13 08:45:44,26601,0.074295,0.100158,0.607772,0.784258,0.0
2019-05-13 08:45:44,26701,0.08357,0.102455,0.608357,0.782573,0.0
2019-05-13 08:45:44,26801,0.089513,0.11854,0.614644,0.774692,0.0
