Timestamp,Milliseconds,Degrees
2019-05-13 08:45:17,1,0.0
2019-05-13 08:45:17,102,0.0
2019-05-13 08:45:17,201,0.0
2019-05-13 08:45:17,301,0.0
2019-05-13 08:45:18,401,0.0
2019-05-13 08:45:18,502,0.0
2019-05-13 08:45:18,601,0.0
2019-05-13 08:45:18,701,0.0
2019-05-13 08:45:18,802,0.0
2019-05-13 08:45:18,901,0.0
2019-05-13 08:45:18,1001,0.0
2019-05-13 08:45:18,1102,0.0
2019-05-13 08:45:18,1201,0.0
2019-05-13 08:45:18,1301,0.0
2019-05-13 08:45:19,1401,0.0
2019-05-13 08:45:19,1502,0.0
2019-05-13 08:45:19,1601,0.0
2019-05-13 08:45:19,1701,0.0
2019-05-13 08:45:19,1801,0.0
2019-05-13 08:45:19,1902,0.0
2019-05-13 08:45:19,2001,0.0
2019-05-13 08:45:19,2102,0.0
2019-05-13 08:45:19,2201,0.0
2019-05-13 08:45:19,2301,0.0
2019-05-13 08:45:20,2401,0.0
2019-05-13 08:45:20,2501,0.0
2019-05-13 08:45:20,2601,0.0
2019-05-13 08:45:20,2701,0.0
2019-05-13 08:45:20,2802,0.0
2019-05-13 08:45:20,2901,0.0
2019-05-13 08:45:20,3001,0.0
2019-05-13 08:45:20,3101,0.0
2019-05-13 08:45:20,3202,0.0
2019-05-13 08:45:20,3301,0.0
2019-05-13 08:45:21,3401,0.0
2019-05-13 08:45:21,3501,0.0
2019-05-13 08:45:21,3602,0.0
2019-05-13 08:45:21,3701,0.0
2019-05-13 08:45:21,3801,0.0
2019-05-13 08:45:21,3901,0.0
2019-05-13 08:45:21,4001,0.0
2019-05-13 08:45:21,4102,0.0
2019-05-13 08:45:21,4201,0.0
2019-05-13 08:45:21,4302,0.0
2019-05-13 08:45:22,4401,0.0
2019-05-13 08:45:22,4501,0.0
2019-05-13 08:45:22,4602,0.0
2019-05-13 08:45:22,4701,0.0
2019-05-13 08:45:22,4801,0.0
2019-05-13 08:45:22,4901,0.0
2019-05-13 08:45:22,5003,0.0
2019-05-13 08:45:22,5101,0.0
2019-05-13 08:45:22,5201,0.0
2019-05-13 08:45:22,5301,0.0
2019-05-13 08:45:23,5402,0.0
2019-05-13 08:45:23,5501,0.0
2019-05-13 08:45:23,5601,0.0
2019-05-13 08:45:23,5702,0.0
2019-05-13 08:45:23,5801,0.0
2019-05-13 08:45:23,5901,0.0
2019-05-13 08:45:23,6002,0.0
2019-05-13 08:45:23,6101,0.0
2019-05-13 08:45:23,6201,0.0
2019-05-13 08:45:23,6301,0.0
2019-05-13 08:45:24,6402,0.0
2019-05-13 08:45:24,6501,0.0
2019-05-13 08:45:24,6601,0.0
2019-05-13 08:45:24,6702,0.0
2019-05-13 08:45:24,6801,0.0
2019-05-13 08:45:24,6901,0.0
2019-05-13 08:45:24,7002,0.0
2019-05-13 08:45:24,7101,0.0
2019-05-13 08:45:24,7201,0.0
2019-05-13 08:45:24,7301,0.0
2019-05-13 08:45:25,7402,0.0
2019-05-13 08:45:25,7501,0.0
2019-05-13 08:45:25,7601,0.0
2019-05-13 08:45:25,7702,0.0
2019-05-13 08:45:25,7801,0.0
2019-05-13 08:45:25,7901,0.0
2019-05-13 08:45:25,8001,0.0
2019-05-13 08:45:25,8102,0.0
2019-05-13 08:45:25,8201,0.0
2019-05-13 08:45:25,8301,0.0
2019-05-13 08:45:26,8401,0.0
2019-05-13 08:45:26,8501,0.0
2019-05-13 08:45:26,8601,0.0
2019-05-13 08:45:26,8701,0.0
2019-05-13 08:45:26,8802,0.0
2019-05-13 08:45:26,8901,0.0
2019-05-13 08:45:26,9001,0.0
2019-05-13 08:45:26,9101,0.0
2019-05-13 08:45:26,9201,0.0
2019-05-13 08:45:26,9301,0.0
2019-05-13 08:45:27,9402,0.0
2019-05-13 08:45:27,9501,0.0
2019-05-13 08:45:27,9601,0.0
2019-05-13 08:45:27,9702,0.0
2019-05-13 08:45:27,9801,0.0
2019-05-13 08:45:27,9901,0.0
2019-05-13 08:45:27,10001,0.0
2019-05-13 08:45:27,10101,0.0
2019-05-13 08:45:27,10201,0.0
2019-05-13 08:45:27,10301,0.0
2019-05-13 08:45:28,10401,0.0
2019-05-13 08:45:28,10502,0.0
2019-05-13 08:45:28,10601,0.0
2019-05-13 08:45:28,10701,0.0
2019-05-13 08:45:28,10801,0.0
2019-05-13 08:45:28,10902,0.0
2019-05-13 08:45:28,11001,0.0
2019-05-13 08:45:28,11101,0.0
2019-05-13 08:45:28,11202,0.0
2019-05-13 08:45:28,11301,0.0
2019-05-13 08:45:29,11401,0.0
2019-05-13 08:45:29,11503,0.0
2019-05-13 08:45:29,11602,0.0
2019-05-13 08:45:29,11701,0.0
2019-05-13 08:45:29,11801,0.0
2019-05-13 08:45:29,11902,0.0
2019-05-13 08:45:29,12001,0.0
2019-05-13 08:45:29,12101,0.0
2019-05-13 08:45:29,12201,0.0
2019-05-13 08:45:29,12302,0.0
2019-05-13 08:45:30,12401,0.0
2019-05-13 08:45:30,12504,0.0
2019-05-13 08:45:30,12601,0.0
2019-05-13 08:45:30,12702,0.0
2019-05-13 08:45:30,12801,0.0
2019-05-13 08:45:30,12901,0.0
2019-05-13 08:45:30,13001,0.0
2019-05-13 08:45:30,13101,0.0
2019-05-13 08:45:30,13201,0.0
2019-05-13 08:45:30,13301,0.0
2019-05-13 08:45:31,13402,0.0
2019-05-13 08:45:31,13501,0.0
2019-05-13 08:45:31,13601,0.0
2019-05-13 08:45:31,13701,0.0
2019-05-13 08:45:31,13801,0.0
2019-05-13 08:45:31,13901,0.0
2019-05-13 08:45:31,14002,0.0
2019-05-13 08:45:31,14101,0.0
2019-05-13 08:45:31,14201,0.0
2019-05-13 08:45:31,14301,0.0
2019-05-13 08:45:32,14401,0.0
2019-05-13 08:45:32,14501,0.0
2019-05-13 08:45:32,14601,0.0
2019-05-13 08:45:32,14701,0.0
2019-05-13 08:45:32,14802,0.0
2019-05-13 08:45:32,14901,0.0
2019-05-13 08:45:32,15001,0.0
2019-05-13 08:45:32,15102,0.0
2019-05-13 08:45:32,15201,0.0
2019-05-13 08:45:32,15301,0.0
2019-05-13 08:45:33,15402,0.0
2019-05-13 08:45:33,15501,0.0
2019-05-13 08:45:33,15601,0.0
2019-05-13 08:45:33,15701,0.0
2019-05-13 08:45:33,15802,0.0
2019-05-13 08:45:33,15901,0.0
2019-05-13 08:45:33,16002,0.0
2019-05-13 08:45:33,16101,0.0
2019-05-13 08:45:33,16201,0.0
2019-05-13 08:45:33,16301,0.0
2019-05-13 08:45:34,16402,0.0
2019-05-13 08:45:34,16501,0.0
2019-05-13 08:45:34,16601,0.0
2019-05-13 08:45:34,16702,0.0
2019-05-13 08:45:34,16801,0.0
2019-05-13 08:45:34,16901,0.0
2019-05-13 08:45:34,17001,0.0
2019-05-13 08:45:34,17102,0.0
2019-05-13 08:45:34,17201,0.0
2019-05-13 08:45:34,17302,0.0
2019-05-13 08:45:35,17401,0.0
2019-05-13 08:45:35,17501,0.0
2019-05-13 08:45:35,17602,0.0
2019-05-13 08:45:35,17701,0.0
2019-05-13 08:45:35,17801,0.0
2019-05-13 08:45:35,17901,0.0
2019-05-13 08:45:35,18002,0.0
2019-05-13 08:45:35,18101,0.0
2019-05-13 08:45:35,18201,0.0
2019-05-13 08:45:35,18301,0.0
2019-05-13 08:45:36,18401,0.0
2019-05-13 08:45:36,18501,0.0
2019-05-13 08:45:36,18601,0.0
2019-05-13 08:45:36,18702,0.0
2019-05-13 08:45:36,18801,0.0
2019-05-13 08:45:36,18901,0.0
2019-05-13 08:45:36,19002,0.0
2019-05-13 08:45:36,19101,0.0
2019-05-13 08:45:36,19201,0.0
2019-05-13 08:45:36,19302,0.0
2019-05-13 08:45:37,19401,0.0
2019-05-13 08:45:37,19501,0.0
2019-05-13 08:45:37,19602,0.0
2019-05-13 08:45:37,19701,0.0
2019-05-13 08:45:37,19801,0.0
2019-05-13 08:45:37,19901,0.0
2019-05-13 08:45:37,20001,0.0
2019-05-13 08:45:37,20101,0.0
2019-05-13 08:45:37,20201,0.0
2019-05-13 08:45:37,20301,0.0
2019-05-13 08:45:38,20401,0.0
2019-05-13 08:45:38,20502,0.0
2019-05-13 08:45:38,20601,0.0
2019-05-13 08:45:38,20702,0.0
2019-05-13 08:45:38,20801,0.0
2019-05-13 08:45:38,20901,0.0
2019-05-13 08:45:38,21002,0.0
2019-05-13 08:45:38,21101,0.0
2019-05-13 08:45:38,21201,0.0
2019-05-13 08:45:38,21302,0.0
2019-05-13 08:45:39,21401,0.0
2019-05-13 08:45:39,21501,0.0
2019-05-13 08:45:39,21601,0.0
2019-05-13 08:45:39,21702,0.0
2019-05-13 08:45:39,21801,0.0
2019-05-13 08:45:39,21901,0.0
2019-05-13 08:45:39,22002,0.0
2019-05-13 08:45:39,22101,0.0
2019-05-13 08:45:39,22202,0.0
2019-05-13 08:45:39,22301,0.0
2019-05-13 08:45:40,22401,0.0
2019-05-13 08:45:40,22501,0.0
2019-05-13 08:45:40,22602,0.0
2019-05-13 08:45:40,22701,0.0
2019-05-13 08:45:40,22801,0.0
2019-05-13 08:45:40,22902,0.0
2019-05-13 08:45:40,23001,0.0
2019-05-13 08:45:40,23101,0.0
2019-05-13 08:45:40,23201,0.0
2019-05-13 08:45:40,23302,0.0
2019-05-13 08:45:41,23401,0.0
2019-05-13 08:45:41,23501,0.0
2019-05-13 08:45:41,23601,0.0
