Timestamp,Milliseconds,Illuminance
2019-05-13 08:45:22,5202,11051.0
2019-05-13 08:45:22,5301,11207.0
2019-05-13 08:45:23,5401,11433.0
2019-05-13 08:45:23,5501,11433.0
2019-05-13 08:45:23,5601,13456.0
2019-05-13 08:45:23,5701,13456.0
2019-05-13 08:45:23,5802,16734.0
2019-05-13 08:45:23,5901,16734.0
2019-05-13 08:45:23,6001,17634.0
2019-05-13 08:45:23,6101,17634.0
2019-05-13 08:45:23,6201,12231.0
2019-05-13 08:45:23,6301,12231.0
2019-05-13 08:45:24,6402,11130.0
2019-05-13 08:45:24,6501,9360.0
2019-05-13 08:45:24,6602,9360.0
2019-05-13 08:45:24,6701,11384.0
2019-05-13 08:45:24,6801,11384.0
2019-05-13 08:45:24,6901,21355.0
2019-05-13 08:45:24,7001,21355.0
2019-05-13 08:45:24,7102,17067.0
2019-05-13 08:45:24,7201,17067.0
2019-05-13 08:45:24,7301,10124.0
2019-05-13 08:45:25,7401,9854.0
2019-05-13 08:45:25,7502,9854.0
2019-05-13 08:45:25,7601,9206.0
2019-05-13 08:45:25,7701,9206.0
2019-05-13 08:45:25,7801,10650.0
2019-05-13 08:45:25,7901,10650.0
2019-05-13 08:45:25,8001,27146.0
2019-05-13 08:45:25,8102,27146.0
2019-05-13 08:45:25,8201,28661.0
2019-05-13 08:45:25,8301,13670.0
2019-05-13 08:45:26,8401,13670.0
2019-05-13 08:45:26,8501,11841.0
2019-05-13 08:45:26,8601,11841.0
2019-05-13 08:45:26,8702,17905.0
2019-05-13 08:45:26,8801,17905.0
2019-05-13 08:45:26,8901,25230.0
2019-05-13 08:45:26,9001,25230.0
2019-05-13 08:45:26,9101,33246.0
2019-05-13 08:45:26,9202,34576.0
2019-05-13 08:45:26,9301,34576.0
2019-05-13 08:45:27,9401,27501.0
2019-05-13 08:45:27,9501,27501.0
2019-05-13 08:45:27,9601,27505.0
2019-05-13 08:45:27,9702,27505.0
2019-05-13 08:45:27,9801,33311.0
2019-05-13 08:45:27,9902,33311.0
2019-05-13 08:45:27,10001,33647.0
2019-05-13 08:45:27,10101,34534.0
2019-05-13 08:45:27,10201,34534.0
2019-05-13 08:45:27,10302,23456.0
2019-05-13 08:45:28,10401,23456.0
2019-05-13 08:45:28,10501,11771.0
2019-05-13 08:45:28,10601,11771.0
2019-05-13 08:45:28,10701,11604.0
2019-05-13 08:45:28,10802,11604.0
2019-05-13 08:45:28,10901,10297.0
2019-05-13 08:45:28,11001,11436.0
2019-05-13 08:45:28,11101,11436.0
2019-05-13 08:45:28,11201,8314.0
2019-05-13 08:45:28,11302,8314.0
2019-05-13 08:45:29,11401,7263.0
2019-05-13 08:45:29,11501,7263.0
2019-05-13 08:45:29,11601,6525.0
2019-05-13 08:45:29,11702,6525.0
2019-05-13 08:45:29,11801,7893.0
2019-05-13 08:45:29,11902,8848.0
2019-05-13 08:45:29,12001,8848.0
2019-05-13 08:45:29,12101,7776.0
2019-05-13 08:45:29,12201,7776.0
2019-05-13 08:45:29,12301,7912.0
2019-05-13 08:45:30,12402,7912.0
2019-05-13 08:45:30,12501,9522.0
2019-05-13 08:45:30,12601,9522.0
2019-05-13 08:45:30,12702,11004.0
2019-05-13 08:45:30,12801,10758.0
2019-05-13 08:45:30,12901,10758.0
2019-05-13 08:45:30,13001,10267.0
2019-05-13 08:45:30,13101,10267.0
2019-05-13 08:45:30,13201,10443.0
2019-05-13 08:45:30,13301,10443.0
2019-05-13 08:45:31,13402,11271.0
2019-05-13 08:45:31,13501,11271.0
2019-05-13 08:45:31,13601,10892.0
2019-05-13 08:45:31,13701,10376.0
2019-05-13 08:45:31,13801,10376.0
2019-05-13 08:45:31,13901,10243.0
2019-05-13 08:45:31,14002,10243.0
2019-05-13 08:45:31,14101,10310.0
2019-05-13 08:45:31,14201,10310.0
2019-05-13 08:45:31,14302,18506.0
2019-05-13 08:45:32,14401,18506.0
2019-05-13 08:45:32,14501,32980.0
2019-05-13 08:45:32,14601,12510.0
2019-05-13 08:45:32,14702,12510.0
2019-05-13 08:45:32,14801,14979.0
2019-05-13 08:45:32,14901,14979.0
2019-05-13 08:45:32,15001,15653.0
2019-05-13 08:45:32,15101,15653.0
2019-05-13 08:45:32,15202,14815.0
2019-05-13 08:45:32,15301,14815.0
2019-05-13 08:45:33,15401,24105.0
2019-05-13 08:45:33,15502,45260.0
2019-05-13 08:45:33,15601,45260.0
2019-05-13 08:45:33,15701,42504.0
2019-05-13 08:45:33,15801,42504.0
2019-05-13 08:45:33,15901,10688.0
2019-05-13 08:45:33,16001,10688.0
2019-05-13 08:45:33,16101,10206.0
2019-05-13 08:45:33,16202,10206.0
2019-05-13 08:45:33,16301,6639.0
2019-05-13 08:45:34,16401,8253.0
2019-05-13 08:45:34,16501,8253.0
2019-05-13 08:45:34,16601,9325.0
2019-05-13 08:45:34,16701,9325.0
2019-05-13 08:45:34,16802,11003.0
2019-05-13 08:45:34,16901,11003.0
2019-05-13 08:45:34,17001,10444.0
2019-05-13 08:45:34,17101,10444.0
2019-05-13 08:45:34,17201,10156.0
2019-05-13 08:45:34,17301,10759.0
2019-05-13 08:45:35,17402,10759.0
2019-05-13 08:45:35,17501,11495.0
2019-05-13 08:45:35,17601,11495.0
2019-05-13 08:45:35,17701,28773.0
2019-05-13 08:45:35,17801,28773.0
2019-05-13 08:45:35,17902,31945.0
2019-05-13 08:45:35,18001,31945.0
2019-05-13 08:45:35,18101,11781.0
2019-05-13 08:45:35,18201,9083.0
2019-05-13 08:45:35,18301,9083.0
2019-05-13 08:45:36,18402,10491.0
2019-05-13 08:45:36,18501,10491.0
2019-05-13 08:45:36,18601,11963.0
2019-05-13 08:45:36,18701,11963.0
2019-05-13 08:45:36,18801,30310.0
2019-05-13 08:45:36,18901,30310.0
2019-05-13 08:45:36,19002,25408.0
2019-05-13 08:45:36,19101,8702.0
2019-05-13 08:45:36,19201,8702.0
2019-05-13 08:45:36,19301,12078.0
2019-05-13 08:45:37,19401,12078.0
2019-05-13 08:45:37,19504,12895.0
2019-05-13 08:45:37,19602,12895.0
2019-05-13 08:45:37,19702,11392.0
2019-05-13 08:45:37,19803,11392.0
2019-05-13 08:45:37,19901,9442.0
2019-05-13 08:45:37,20001,10071.0
2019-05-13 08:45:37,20101,10071.0
2019-05-13 08:45:37,20201,10431.0
2019-05-13 08:45:37,20301,10431.0
2019-05-13 08:45:38,20402,10162.0
2019-05-13 08:45:38,20501,10162.0
2019-05-13 08:45:38,20601,8773.0
2019-05-13 08:45:38,20701,8773.0
2019-05-13 08:45:38,20801,8071.0
2019-05-13 08:45:38,20902,8315.0
2019-05-13 08:45:38,21001,8315.0
2019-05-13 08:45:38,21101,9524.0
2019-05-13 08:45:38,21201,9524.0
2019-05-13 08:45:38,21301,11317.0
2019-05-13 08:45:39,21401,11317.0
2019-05-13 08:45:39,21502,10583.0
2019-05-13 08:45:39,21601,10583.0
2019-05-13 08:45:39,21701,9374.0
2019-05-13 08:45:39,21801,9197.0
2019-05-13 08:45:39,21902,9197.0
2019-05-13 08:45:39,22001,8549.0
2019-05-13 08:45:39,22101,8549.0
2019-05-13 08:45:39,22201,8503.0
2019-05-13 08:45:39,22301,8503.0
2019-05-13 08:45:40,22401,8527.0
2019-05-13 08:45:40,22502,8527.0
2019-05-13 08:45:40,22601,8709.0
2019-05-13 08:45:40,22701,8847.0
2019-05-13 08:45:40,22801,8847.0
2019-05-13 08:45:40,22902,8197.0
2019-05-13 08:45:40,23001,8197.0
2019-05-13 08:45:40,23102,6847.0
2019-05-13 08:45:40,23201,6847.0
2019-05-13 08:45:40,23301,7161.0
2019-05-13 08:45:41,23401,7161.0
2019-05-13 08:45:41,23502,7500.0
2019-05-13 08:45:41,23601,7297.0
2019-05-13 08:45:41,23701,7297.0
2019-05-13 08:45:41,23801,8241.0
2019-05-13 08:45:41,23901,8241.0
2019-05-13 08:45:41,24002,8331.0
2019-05-13 08:45:41,24101,8331.0
2019-05-13 08:45:41,24201,6440.0
2019-05-13 08:45:41,24301,6440.0
2019-05-13 08:45:42,24401,7906.0
2019-05-13 08:45:42,24502,8861.0
2019-05-13 08:45:42,24601,8861.0
2019-05-13 08:45:42,24701,8561.0
2019-05-13 08:45:42,24801,8561.0
2019-05-13 08:45:42,24901,9531.0
2019-05-13 08:45:42,25002,9531.0
2019-05-13 08:45:42,25103,7724.0
2019-05-13 08:45:42,25201,7724.0
2019-05-13 08:45:42,25301,6198.0
2019-05-13 08:45:43,25401,6016.0
2019-05-13 08:45:43,25502,6016.0
2019-05-13 08:45:43,25601,9623.0
2019-05-13 08:45:43,25701,9623.0
2019-05-13 08:45:43,25801,6446.0
2019-05-13 08:45:43,25901,6446.0
2019-05-13 08:45:43,26002,6405.0
2019-05-13 08:45:43,26102,6405.0
2019-05-13 08:45:43,26201,7328.0
2019-05-13 08:45:43,26302,7755.0
2019-05-13 08:45:44,26401,7755.0
2019-05-13 08:45:44,26501,7214.0
2019-05-13 08:45:44,26601,7214.0
2019-05-13 08:45:44,26701,6806.0
2019-05-13 08:45:44,26801,6806.0
2019-05-13 08:45:44,26901,6916.0
2019-05-13 08:45:44,27002,6916.0
2019-05-13 08:45:44,27101,7056.0
2019-05-13 08:45:44,27201,6341.0
2019-05-13 08:45:44,27301,6341.0
2019-05-13 08:45:45,27401,5670.0
2019-05-13 08:45:45,27501,5670.0
2019-05-13 08:45:45,27602,5937.0
2019-05-13 08:45:45,27701,5937.0
2019-05-13 08:45:45,27801,7388.0
2019-05-13 08:45:45,27901,7388.0
2019-05-13 08:45:45,28001,20245.0
2019-05-13 08:45:45,28102,18750.0
2019-05-13 08:45:45,28201,18750.0
2019-05-13 08:45:45,28301,5690.0
2019-05-13 08:45:46,28402,5690.0
2019-05-13 08:45:46,28501,5512.0
2019-05-13 08:45:46,28601,5512.0
2019-05-13 08:45:46,28701,5601.0
2019-05-13 08:45:46,28802,5601.0
2019-05-13 08:45:46,28901,7430.0
2019-05-13 08:45:46,29001,7491.0
2019-05-13 08:45:46,29101,7491.0
2019-05-13 08:45:46,29201,7671.0
2019-05-13 08:45:46,29302,7671.0
2019-05-13 08:45:47,29401,9038.0
2019-05-13 08:45:47,29501,9038.0
2019-05-13 08:45:47,29601,17653.0
2019-05-13 08:45:47,29701,17653.0
2019-05-13 08:45:47,29802,10905.0
2019-05-13 08:45:47,29901,7439.0
2019-05-13 08:45:47,30001,7439.0
2019-05-13 08:45:47,30101,8079.0
2019-05-13 08:45:47,30201,8079.0
2019-05-13 08:45:47,30302,7897.0
2019-05-13 08:45:48,30401,7897.0
2019-05-13 08:45:48,30501,7358.0
2019-05-13 08:45:48,30602,7358.0
2019-05-13 08:45:48,30701,6960.0
2019-05-13 08:45:48,30801,5045.0
2019-05-13 08:45:48,30901,5045.0
2019-05-13 08:45:48,31002,5178.0
2019-05-13 08:45:48,31101,5178.0
2019-05-13 08:45:48,31201,5469.0
2019-05-13 08:45:48,31301,5469.0
2019-05-13 08:45:49,31401,5401.0
2019-05-13 08:45:49,31502,5401.0
2019-05-13 08:45:49,31601,4639.0
2019-05-13 08:45:49,31701,4194.0
2019-05-13 08:45:49,31801,4194.0
2019-05-13 08:45:49,31901,4419.0
2019-05-13 08:45:49,32001,4419.0
2019-05-13 08:45:49,32102,5204.0
2019-05-13 08:45:49,32201,5204.0
2019-05-13 08:45:49,32301,5650.0
2019-05-13 08:45:50,32401,5650.0
2019-05-13 08:45:50,32502,5536.0
2019-05-13 08:45:50,32601,4956.0
2019-05-13 08:45:50,32701,4956.0
2019-05-13 08:45:50,32801,4887.0
2019-05-13 08:45:50,32902,4887.0
2019-05-13 08:45:50,33001,5048.0
2019-05-13 08:45:50,33101,5048.0
2019-05-13 08:45:50,33201,5763.0
2019-05-13 08:45:50,33301,5763.0
2019-05-13 08:45:51,33401,6056.0
2019-05-13 08:45:51,33502,6300.0
2019-05-13 08:45:51,33601,6300.0
2019-05-13 08:45:51,33701,6682.0
2019-05-13 08:45:51,33801,6682.0
2019-05-13 08:45:51,33901,5360.0
2019-05-13 08:45:51,34002,5360.0
2019-05-13 08:45:51,34101,5586.0
2019-05-13 08:45:51,34201,5586.0
2019-05-13 08:45:51,34301,5338.0
2019-05-13 08:45:52,34402,5131.0
2019-05-13 08:45:52,34501,5131.0
2019-05-13 08:45:52,34601,5925.0
2019-05-13 08:45:52,34701,5925.0
2019-05-13 08:45:52,34801,5068.0
2019-05-13 08:45:52,34902,5068.0
2019-05-13 08:45:52,35001,5004.0
2019-05-13 08:45:52,35101,5004.0
2019-05-13 08:45:52,35201,5137.0
2019-05-13 08:45:52,35302,5137.0
2019-05-13 08:45:53,35401,5182.0
2019-05-13 08:45:53,35501,7403.0
2019-05-13 08:45:53,35601,7403.0
2019-05-13 08:45:53,35701,7265.0
2019-05-13 08:45:53,35802,7265.0
2019-05-13 08:45:53,35901,7767.0
2019-05-13 08:45:53,36001,7767.0
2019-05-13 08:45:53,36101,10990.0
2019-05-13 08:45:53,36201,5585.0
2019-05-13 08:45:53,36302,5585.0
2019-05-13 08:45:54,36401,5340.0
2019-05-13 08:45:54,36502,5340.0
2019-05-13 08:45:54,36601,5069.0
2019-05-13 08:45:54,36701,5069.0
2019-05-13 08:45:54,36801,5001.0
2019-05-13 08:45:54,36902,5001.0
2019-05-13 08:45:54,37001,5541.0
2019-05-13 08:45:54,37101,5541.0
2019-05-13 08:45:54,37201,5473.0
2019-05-13 08:45:54,37301,4865.0
2019-05-13 08:45:55,37401,4865.0
2019-05-13 08:45:55,37501,4910.0
2019-05-13 08:45:55,37601,4910.0
2019-05-13 08:45:55,37701,5181.0
2019-05-13 08:45:55,37802,5181.0
2019-05-13 08:45:55,37901,5339.0
2019-05-13 08:45:55,38001,5339.0
2019-05-13 08:45:55,38101,5383.0
2019-05-13 08:45:55,38201,5339.0
2019-05-13 08:45:55,38302,5339.0
2019-05-13 08:45:56,38401,5716.0
2019-05-13 08:45:56,38501,5716.0
2019-05-13 08:45:56,38601,6097.0
2019-05-13 08:45:56,38701,6097.0
2019-05-13 08:45:56,38802,5856.0
2019-05-13 08:45:56,38901,5856.0
2019-05-13 08:45:56,39001,5047.0
2019-05-13 08:45:56,39101,4979.0
2019-05-13 08:45:56,39201,4979.0
2019-05-13 08:45:56,39301,5316.0
2019-05-13 08:45:57,39402,5316.0
2019-05-13 08:45:57,39501,5385.0
2019-05-13 08:45:57,39601,5385.0
2019-05-13 08:45:57,39701,5002.0
2019-05-13 08:45:57,39802,5002.0
2019-05-13 08:45:57,39901,4821.0
2019-05-13 08:45:57,40001,5115.0
2019-05-13 08:45:57,40101,5115.0
2019-05-13 08:45:57,40201,5047.0
2019-05-13 08:45:57,40302,5047.0
2019-05-13 08:45:58,40401,5297.0
2019-05-13 08:45:58,40501,5297.0
2019-05-13 08:45:58,40601,6266.0
2019-05-13 08:45:58,40701,6266.0
2019-05-13 08:45:58,40801,9630.0
2019-05-13 08:45:58,40901,9769.0
2019-05-13 08:45:58,41001,9769.0
2019-05-13 08:45:58,41102,9231.0
2019-05-13 08:45:58,41201,9231.0
2019-05-13 08:45:58,41301,12533.0
2019-05-13 08:45:59,41401,12533.0
2019-05-13 08:45:59,41501,16260.0
2019-05-13 08:45:59,41602,16260.0
2019-05-13 08:45:59,41701,3024.0
2019-05-13 08:45:59,41801,3519.0
2019-05-13 08:45:59,41901,3519.0
2019-05-13 08:45:59,42001,4397.0
2019-05-13 08:45:59,42102,4397.0
2019-05-13 08:45:59,42201,3558.0
2019-05-13 08:45:59,42301,3558.0
2019-05-13 08:46:00,42404,4016.0
2019-05-13 08:46:00,42501,4016.0
2019-05-13 08:46:00,42601,4063.0
2019-05-13 08:46:00,42702,4088.0
2019-05-13 08:46:00,42801,4088.0
2019-05-13 08:46:00,42901,4178.0
2019-05-13 08:46:00,43001,4178.0
2019-05-13 08:46:00,43101,4108.0
2019-05-13 08:46:00,43202,4108.0
2019-05-13 08:46:00,43301,4064.0
2019-05-13 08:46:01,43401,4064.0
2019-05-13 08:46:01,43501,4179.0
2019-05-13 08:46:01,43602,4741.0
2019-05-13 08:46:01,43701,4741.0
2019-05-13 08:46:01,43801,3985.0
2019-05-13 08:46:01,43901,3985.0
2019-05-13 08:46:01,44001,3153.0
2019-05-13 08:46:01,44102,3153.0
2019-05-13 08:46:01,44201,3622.0
2019-05-13 08:46:01,44302,3622.0
2019-05-13 08:46:02,44402,3420.0
2019-05-13 08:46:02,44501,2707.0
2019-05-13 08:46:02,44601,2707.0
2019-05-13 08:46:02,44702,2884.0
2019-05-13 08:46:02,44801,2884.0
2019-05-13 08:46:02,44902,3556.0
2019-05-13 08:46:02,45001,3556.0
2019-05-13 08:46:02,45101,3911.0
2019-05-13 08:46:02,45202,3911.0
2019-05-13 08:46:02,45301,4031.0
2019-05-13 08:46:03,45401,2488.0
2019-05-13 08:46:03,45501,2488.0
2019-05-13 08:46:03,45601,2087.0
2019-05-13 08:46:03,45701,2087.0
2019-05-13 08:46:03,45802,2176.0
2019-05-13 08:46:03,45901,2176.0
2019-05-13 08:46:03,46001,3330.0
2019-05-13 08:46:03,46101,3330.0
2019-05-13 08:46:03,46201,4257.0
2019-05-13 08:46:03,46302,4061.0
2019-05-13 08:46:04,46401,4061.0
2019-05-13 08:46:04,46501,3575.0
2019-05-13 08:46:04,46601,3575.0
2019-05-13 08:46:04,46702,3594.0
2019-05-13 08:46:04,46801,3594.0
2019-05-13 08:46:04,46901,2772.0
2019-05-13 08:46:04,47001,2772.0
2019-05-13 08:46:04,47101,2261.0
2019-05-13 08:46:04,47202,2216.0
2019-05-13 08:46:04,47301,2216.0
2019-05-13 08:46:05,47401,3105.0
2019-05-13 08:46:05,47501,3105.0
2019-05-13 08:46:05,47602,4295.0
2019-05-13 08:46:05,47701,4295.0
2019-05-13 08:46:05,47801,3487.0
2019-05-13 08:46:05,47901,3487.0
2019-05-13 08:46:05,48001,1718.0
2019-05-13 08:46:05,48101,1775.0
2019-05-13 08:46:05,48202,1775.0
2019-05-13 08:46:05,48301,3699.0
2019-05-13 08:46:06,48402,3699.0
2019-05-13 08:46:06,48501,3445.0
2019-05-13 08:46:06,48601,3445.0
2019-05-13 08:46:06,48701,3489.0
2019-05-13 08:46:06,48802,3489.0
2019-05-13 08:46:06,48901,2860.0
2019-05-13 08:46:06,49001,2117.0
2019-05-13 08:46:06,49102,2117.0
2019-05-13 08:46:06,49201,2455.0
2019-05-13 08:46:06,49301,2455.0
2019-05-13 08:46:07,49402,2399.0
2019-05-13 08:46:07,49501,2399.0
2019-05-13 08:46:07,49601,2229.0
2019-05-13 08:46:07,49701,2229.0
2019-05-13 08:46:07,49802,2214.0
2019-05-13 08:46:07,49901,2917.0
2019-05-13 08:46:07,50001,2917.0
2019-05-13 08:46:07,50101,2802.0
2019-05-13 08:46:07,50201,2802.0
2019-05-13 08:46:07,50302,2688.0
2019-05-13 08:46:08,50401,2688.0
2019-05-13 08:46:08,50501,2714.0
2019-05-13 08:46:08,50601,2714.0
2019-05-13 08:46:08,50702,2779.0
2019-05-13 08:46:08,50801,2620.0
2019-05-13 08:46:08,50901,2620.0
2019-05-13 08:46:08,51001,3090.0
2019-05-13 08:46:08,51101,3090.0
2019-05-13 08:46:08,51202,3474.0
2019-05-13 08:46:08,51301,3474.0
2019-05-13 08:46:09,51401,3458.0
2019-05-13 08:46:09,51501,3458.0
2019-05-13 08:46:09,51601,3398.0
2019-05-13 08:46:09,51702,3759.0
2019-05-13 08:46:09,51801,3759.0
2019-05-13 08:46:09,51901,4224.0
2019-05-13 08:46:09,52001,4224.0
2019-05-13 08:46:09,52102,4550.0
2019-05-13 08:46:09,52201,4550.0
2019-05-13 08:46:09,52301,3821.0
2019-05-13 08:46:10,52401,3821.0
2019-05-13 08:46:10,52501,3603.0
2019-05-13 08:46:10,52602,3532.0
2019-05-13 08:46:10,52701,3532.0
2019-05-13 08:46:10,52801,3800.0
2019-05-13 08:46:10,52901,3800.0
2019-05-13 08:46:10,53002,4163.0
2019-05-13 08:46:10,53101,4163.0
2019-05-13 08:46:10,53201,4465.0
2019-05-13 08:46:10,53301,4465.0
2019-05-13 08:46:11,53401,4774.0
2019-05-13 08:46:11,53501,4840.0
2019-05-13 08:46:11,53602,4840.0
2019-05-13 08:46:11,53701,3709.0
2019-05-13 08:46:11,53801,3709.0
2019-05-13 08:46:11,53901,3822.0
2019-05-13 08:46:11,54001,3822.0
2019-05-13 08:46:11,54102,3368.0
2019-05-13 08:46:11,54201,3368.0
2019-05-13 08:46:11,54301,3924.0
2019-05-13 08:46:12,54401,4342.0
2019-05-13 08:46:12,54501,4342.0
2019-05-13 08:46:12,54601,4084.0
2019-05-13 08:46:12,54701,4084.0
2019-05-13 08:46:12,54802,3547.0
2019-05-13 08:46:12,54901,3547.0
2019-05-13 08:46:12,55001,3309.0
2019-05-13 08:46:12,55101,3309.0
2019-05-13 08:46:12,55201,3017.0
2019-05-13 08:46:12,55302,2573.0
2019-05-13 08:46:13,55401,2573.0
2019-05-13 08:46:13,55501,2250.0
2019-05-13 08:46:13,55601,2250.0
2019-05-13 08:46:13,55701,1994.0
2019-05-13 08:46:13,55801,1994.0
2019-05-13 08:46:13,55902,1814.0
2019-05-13 08:46:13,56001,1814.0
2019-05-13 08:46:13,56101,1720.0
2019-05-13 08:46:13,56201,1531.0
2019-05-13 08:46:13,56301,1531.0
2019-05-13 08:46:14,56402,1510.0
2019-05-13 08:46:14,56501,1510.0
2019-05-13 08:46:14,56601,1666.0
2019-05-13 08:46:14,56701,1666.0
2019-05-13 08:46:14,56801,1694.0
2019-05-13 08:46:14,56902,1694.0
2019-05-13 08:46:14,57001,1754.0
2019-05-13 08:46:14,57101,1892.0
2019-05-13 08:46:14,57201,1892.0
2019-05-13 08:46:14,57301,1933.0
2019-05-13 08:46:15,57401,1933.0
2019-05-13 08:46:15,57502,1986.0
2019-05-13 08:46:15,57601,1986.0
2019-05-13 08:46:15,57701,2233.0
2019-05-13 08:46:15,57802,2233.0
2019-05-13 08:46:15,57901,2449.0
2019-05-13 08:46:15,58001,2731.0
2019-05-13 08:46:15,58101,2731.0
2019-05-13 08:46:15,58201,3052.0
2019-05-13 08:46:15,58302,3052.0
2019-05-13 08:46:16,58401,3650.0
2019-05-13 08:46:16,58501,3650.0
2019-05-13 08:46:16,58601,4203.0
2019-05-13 08:46:16,58701,4203.0
2019-05-13 08:46:16,58802,5802.0
2019-05-13 08:46:16,58901,6360.0
2019-05-13 08:46:16,59001,6360.0
2019-05-13 08:46:16,59101,5052.0
2019-05-13 08:46:16,59202,5052.0
2019-05-13 08:46:16,59301,4569.0
2019-05-13 08:46:17,59401,4569.0
2019-05-13 08:46:17,59501,4958.0
2019-05-13 08:46:17,59601,4958.0
2019-05-13 08:46:17,59702,5790.0
2019-05-13 08:46:17,59801,7638.0
2019-05-13 08:46:17,59901,7638.0
2019-05-13 08:46:17,60001,13954.0
2019-05-13 08:46:17,60102,13954.0
2019-05-13 08:46:17,60201,16755.0
2019-05-13 08:46:17,60302,16755.0
2019-05-13 08:46:18,60402,12005.0
2019-05-13 08:46:18,60502,12005.0
2019-05-13 08:46:18,60602,7443.0
2019-05-13 08:46:18,60701,6853.0
2019-05-13 08:46:18,60802,6853.0
2019-05-13 08:46:18,60901,6942.0
2019-05-13 08:46:18,61001,6942.0
2019-05-13 08:46:18,61102,6894.0
2019-05-13 08:46:18,61201,6894.0
2019-05-13 08:46:18,61301,7458.0
2019-05-13 08:46:19,61402,7458.0
2019-05-13 08:46:19,61501,6795.0
2019-05-13 08:46:19,61601,7100.0
2019-05-13 08:46:19,61701,7100.0
2019-05-13 08:46:19,61801,6447.0
2019-05-13 08:46:19,61902,6447.0
2019-05-13 08:46:19,62001,6765.0
2019-05-13 08:46:19,62101,6765.0
2019-05-13 08:46:19,62201,5868.0
2019-05-13 08:46:19,62301,5868.0
2019-05-13 08:46:20,62401,5322.0
2019-05-13 08:46:20,62502,4983.0
2019-05-13 08:46:20,62601,4983.0
2019-05-13 08:46:20,62701,5323.0
2019-05-13 08:46:20,62801,5323.0
2019-05-13 08:46:20,62901,4826.0
2019-05-13 08:46:20,63002,4826.0
2019-05-13 08:46:20,63101,4931.0
2019-05-13 08:46:20,63201,4931.0
2019-05-13 08:46:20,63301,4624.0
2019-05-13 08:46:21,63401,4493.0
2019-05-13 08:46:21,63502,4493.0
2019-05-13 08:46:21,63601,4280.0
2019-05-13 08:46:21,63701,4280.0
2019-05-13 08:46:21,63801,4449.0
2019-05-13 08:46:21,63901,4449.0
2019-05-13 08:46:21,64002,4582.0
2019-05-13 08:46:21,64101,4582.0
2019-05-13 08:46:21,64201,8478.0
2019-05-13 08:46:21,64301,5726.0
2019-05-13 08:46:22,64401,5726.0
2019-05-13 08:46:22,64501,4517.0
2019-05-13 08:46:22,64601,4517.0
2019-05-13 08:46:22,64702,4611.0
2019-05-13 08:46:22,64801,4611.0
2019-05-13 08:46:22,64901,5294.0
2019-05-13 08:46:22,65001,5294.0
2019-05-13 08:46:22,65101,6059.0
2019-05-13 08:46:22,65201,5910.0
2019-05-13 08:46:22,65301,5910.0
2019-05-13 08:46:23,65402,5329.0
2019-05-13 08:46:23,65501,5329.0
2019-05-13 08:46:23,65601,5355.0
2019-05-13 08:46:23,65701,5355.0
2019-05-13 08:46:23,65802,5046.0
2019-05-13 08:46:23,65901,5046.0
2019-05-13 08:46:23,66001,5840.0
2019-05-13 08:46:23,66101,5539.0
2019-05-13 08:46:23,66201,5539.0
2019-05-13 08:46:23,66302,6940.0
2019-05-13 08:46:24,66401,6940.0
